query_id,query_text,chunk_id_list,doc_id_list,LLM_answer
81_0,"What information is available about the following topic from the documents? How do Unity ML-Agents work? [[how-mlagents-works]]

Before training our agent, we need to understan...",24850,2151.0,To be generated by LLM
81_4,"What information is available about the following topic from the documents? ## Objectives of this notebook 🏆

At the end of the notebook, you will:

- Be able to use **Gymnasiu...",14206,1170.0,To be generated by LLM
81_1,"What information is available about the following topic from the documents? ## Neural Nitro 🏎️

<img src=""https://huggingface.co/datasets/huggingface-deep-rl-course/course-imag...",21901,1861.0,To be generated by LLM
81_1,"What information is available about the following topic from the documents? In such cases, it seems needed to propose different tasks to our RL agent and organize them such tha...",16576,1394.0,To be generated by LLM
81_5,"What information is available about the following topic from the documents? ### Loading the starter project

We provide two versions of the codebase:
- [A starter project, to d...",23361,2005.0,To be generated by LLM
81_0,"What information is available about the following topic from the documents? The Pyramid environment

The goal in this environment is to train our agent to **get the gold brick ...",25161,2176.0,To be generated by LLM
81_20,"What information is available about the following topic from the documents? In addition to the win in Go, DeepMind has also developed an AI system that can learn to play a
numb...",991,91.0,To be generated by LLM
81_1,"What information is available about the following topic from the documents? And finally, you'll **upload this trained agent to the Hugging Face Hub 🤗, a free, open platform whe...",15276,1260.0,To be generated by LLM
81_7,"What information is available about the following topic from the documents? In this game, you are dropped into an arena battle. Defeat your opponents, then upgrade your deck an...",18247,1530.0,To be generated by LLM
82_11,"What information is available about the following topic from the documents? [[autodoc]] LayoutLMv3Processor
    - __call__

<frameworkcontent>
<pt>

## LayoutLMv3Model

[[autod...",28140,2375.0,To be generated by LLM
82_3,"What information is available about the following topic from the documents? ## XLMRobertaXLForMaskedLM

[[autodoc]] XLMRobertaXLForMaskedLM
    - forward

## XLMRobertaXLForSeq...",23514,2013.0,To be generated by LLM
82_5,"What information is available about the following topic from the documents? ## RemBertConfig

[[autodoc]] RemBertConfig

## RemBertTokenizer

[[autodoc]] RemBertTokenizer
    -...",476,48.0,To be generated by LLM
82_2,"What information is available about the following topic from the documents? ## RetriBertTokenizer

[[autodoc]] RetriBertTokenizer

## RetriBertTokenizerFast

[[autodoc]] RetriB...",15446,1282.0,To be generated by LLM
82_5,"What information is available about the following topic from the documents? ## RoFormerTokenizerFast

[[autodoc]] RoFormerTokenizerFast
    - build_inputs_with_special_tokens

...",16911,1425.0,To be generated by LLM
82_7,"What information is available about the following topic from the documents? ## DPTModel

[[autodoc]] DPTModel
    - forward

## DPTForDepthEstimation

[[autodoc]] DPTForDepthEs...",12989,1076.0,To be generated by LLM
82_1,"What information is available about the following topic from the documents? ## Argument handling

[[autodoc]] pipelines.ArgumentHandler

[[autodoc]] pipelines.ZeroShotClassific...",20276,1703.0,To be generated by LLM
82_7,"What information is available about the following topic from the documents? ```

## MgpstrConfig

[[autodoc]] MgpstrConfig

## MgpstrTokenizer

[[autodoc]] MgpstrTokenizer
    ...",15198,1255.0,To be generated by LLM
82_6,"What information is available about the following topic from the documents? ## SamProcessor

[[autodoc]] SamProcessor


## SamImageProcessor

[[autodoc]] SamImageProcessor


##...",26883,2296.0,To be generated by LLM
82_7,"What information is available about the following topic from the documents? ```

## VisualBertConfig

[[autodoc]] VisualBertConfig

## VisualBertModel

[[autodoc]] VisualBertMo...",26830,2288.0,To be generated by LLM
83_213,What information is available about the following topic from the documents? |      |      |[valurank/xsum_headline_generator](https://huggingface.co/valurank/xsum_headline_gene...,29481,2498.0,To be generated by LLM
83_193,What information is available about the following topic from the documents? |      |      |[openerotica/Qwen-7B-Chat-128g-4bit](https://huggingface.co/openerotica/Qwen-7B-Chat-...,29461,2498.0,To be generated by LLM
83_10,What information is available about the following topic from the documents? |status|pr_url                                                                      |model_id|nb_dow...,12108,1028.0,To be generated by LLM
83_91,What information is available about the following topic from the documents? |      |                                                                            |[valurank/disti...,12189,1028.0,To be generated by LLM
83_257,What information is available about the following topic from the documents? |      |                                                                            |[bluefoxcreatio...,12355,1028.0,To be generated by LLM
83_140,What information is available about the following topic from the documents? |      |      |[llange/xlm-roberta-large-spanish-clinical](https://huggingface.co/llange/xlm-roberta...,29408,2498.0,To be generated by LLM
83_51,What information is available about the following topic from the documents? |      |                                                                            |[valurank/MiniL...,12149,1028.0,To be generated by LLM
83_69,What information is available about the following topic from the documents? |      |      |[kuelumbus/polyBERT](https://huggingface.co/kuelumbus/polyBERT)                      ...,29337,2498.0,To be generated by LLM
83_276,What information is available about the following topic from the documents? |      |                                                                            |[camenduru/XTTS...,12374,1028.0,To be generated by LLM
83_108,What information is available about the following topic from the documents? |      |      |[THUDM/codegeex2-6b-int4](https://huggingface.co/THUDM/codegeex2-6b-int4)            ...,29376,2498.0,To be generated by LLM
84_9,"What information is available about the following topic from the documents? ```

then

```bash
python run_qa_no_trainer.py \
  --model_name_or_path bert-base-uncased \
  --data...",14881,1223.0,To be generated by LLM
84_55,"What information is available about the following topic from the documents? ```bash
torchrun \
 	--nproc_per_node 8 run_speech_recognition_seq2seq.py \
	--dataset_name=""librisp...",18497,1556.0,To be generated by LLM
84_5,"What information is available about the following topic from the documents? ```

then

```bash
export TASK_NAME=ner

python run_ner_no_trainer.py \
  --model_name_or_path bert-...",28882,2453.0,To be generated by LLM
84_2,"What information is available about the following topic from the documents? ```

This will create a `imagenette2` dir with two subdirectories `train` and `val` each with multip...",5622,440.0,To be generated by LLM
84_7,"What information is available about the following topic from the documents? ```

And then we're ready to start training!

```bash
export MODEL_NAME=""CompVis/stable-diffusion-v1...",22814,1963.0,To be generated by LLM
84_3,"What information is available about the following topic from the documents? ```


### Train Model

```bash
python run_clm_mp.py \
    --model_name_or_path gpt-neo-1.3B  \
    -...",26561,2273.0,To be generated by LLM
84_1,"What information is available about the following topic from the documents? ```bash
#!/usr/bin/env bash
python run_asr.py \
--output_dir=""./wav2vec2-base-timit-asr"" \
--num_tra...",29959,2535.0,To be generated by LLM
84_15,"What information is available about the following topic from the documents? ```
python diffusers/examples/textual_inversion/textual_inversion.py                        \
--pret...",10758,908.0,To be generated by LLM
84_8,"What information is available about the following topic from the documents? ```
And then just point to the file when executing the script:

```bash
# exports...
accelerate laun...",20971,1765.0,To be generated by LLM
84_6,"What information is available about the following topic from the documents? ```bash
./distributed_train.sh 2 /imagenet/ --model efficientnet_b0 -b 384 --sched step --epochs 450...",21896,1860.0,To be generated by LLM
85_46,"What information is available about the following topic from the documents? ```

Note that you can specify the name of the repository you want to push to with the `hub_model_id...",7161,574.0,To be generated by LLM
85_10,"What information is available about the following topic from the documents? ```python
def package_to_hub(
    repo_id,
    model,
    hyperparameters,
    eval_env,
    video_f...",10537,889.0,To be generated by LLM
85_8,"What information is available about the following topic from the documents? example, TFAutoModelForSequenceClassification and then for the name you would just simply pass the p...",16459,1383.0,To be generated by LLM
85_26,"What information is available about the following topic from the documents? ```

## Unleashing the Power of Sharing

So why is this powerful? In a matter of minutes, you can sh...",10388,876.0,To be generated by LLM
85_17,"What information is available about the following topic from the documents? ```

At this point, only three steps remain:

1. Define your training hyperparameters in [`TrainingA...",25078,2167.0,To be generated by LLM
85_33,"What information is available about the following topic from the documents? ```

#### Solution


```python
import gymnasium as gym

from stable_baselines3 import PPO
from stabl...",14235,1170.0,To be generated by LLM
85_10,"What information is available about the following topic from the documents? >>> # Save and push the model to the hub (in practice save_dir could be used here instead)
>>> model...",2416,142.0,To be generated by LLM
85_4,"What information is available about the following topic from the documents? ```

When you call `trainer.train()`, the `Trainer` will then upload your model to the Hub each time...",2981,203.0,To be generated by LLM
85_32,"What information is available about the following topic from the documents? ```

In the [`TrainingArguments`] use `output_dir` to specify where to save your model, and configur...",24889,2153.0,To be generated by LLM
85_6,"What information is available about the following topic from the documents? ```

Then you should add `callbacks=[callback]` in your call to `model.fit()`. The callback will the...",2983,203.0,To be generated by LLM
86_11,What information is available about the following topic from the documents? The advantage of using [`ModelHubMixin`] is that once you take care of the serialization/loading of ...,21547,1826.0,To be generated by LLM
86_16,"What information is available about the following topic from the documents? ### Models

Models are designed as configurable toolboxes that are natural extensions of [PyTorch's ...",14442,1184.0,To be generated by LLM
86_8,"What information is available about the following topic from the documents? - `--learnable_property`: whether you're training the model to learn a new ""style"" (for example, Van...",22073,1887.0,To be generated by LLM
86_9,"What information is available about the following topic from the documents? ```

## Taking it up a Notch

We saw how we could use the `ModelSearchArguments` and `DatasetSearchA...",19146,1617.0,To be generated by LLM
86_1,"What information is available about the following topic from the documents? - **Privacy**: Users don't have to send their data to black box APIs.
- **IP protection**: Users tra...",5500,431.0,To be generated by LLM
86_4,"What information is available about the following topic from the documents? ```

will return the tuple `(outputs.loss, outputs.logits)` for instance.

When considering our `out...",26316,2255.0,To be generated by LLM
86_1,"What information is available about the following topic from the documents? This model is in maintenance mode only, we don't accept any new PRs changing its code.

If you run i...",1538,129.0,To be generated by LLM
86_10,"What information is available about the following topic from the documents? This library gives you a lot more options to configure the conversion task. In addition, it lets you...",18164,1521.0,To be generated by LLM
86_25,"What information is available about the following topic from the documents? ```

Next, regarding the debugging strategy, there are generally a few from
which to choose from:

-...",1182,106.0,To be generated by LLM
86_1,"What information is available about the following topic from the documents? This post builds on top of the previous two posts linked above. You’re
advised to check them out if ...",30009,2540.0,To be generated by LLM
87_0,"What information is available about the following topic from the documents? --
title: ""Ethics and Society Newsletter #1"" 
thumbnail: /blog/assets/103_ethics-soc-1/thumbnail.png...",2850,184.0,To be generated by LLM
87_0,"What information is available about the following topic from the documents? --
title: ""Open-sourcing Knowledge Distillation Code and Weights of SD-Small and SD-Tiny""
thumbnail:...",8317,682.0,To be generated by LLM
87_0,"What information is available about the following topic from the documents? --
title: ""Generating Stories: AI for Game Development #5""
thumbnail: /blog/assets/124_ml-for-games/...",22657,1949.0,To be generated by LLM
87_0,"What information is available about the following topic from the documents? --
title: Hugging Face Collaborates with Microsoft to launch Hugging Face Model Catalog on Azure
thu...",15756,1312.0,To be generated by LLM
87_0,"What information is available about the following topic from the documents? --
title: ""Advantage Actor Critic (A2C)""
thumbnail: /blog/assets/89_deep_rl_a2c/thumbnail.gif
author...",29662,2517.0,To be generated by LLM
87_0,"What information is available about the following topic from the documents? --
title: ""Databricks ❤️ Hugging Face: up to 40% faster training and tuning of Large Language Models...",10032,850.0,To be generated by LLM
87_0,"What information is available about the following topic from the documents? --
title: ""Opinion Classification with Kili and HuggingFace AutoTrain""
thumbnail: /blog/assets/59_op...",9012,759.0,To be generated by LLM
87_0,"What information is available about the following topic from the documents? --
title: ""The N Implementation Details of RLHF with PPO""
thumbnail: /blog/assets/167_the_n_implemen...",23041,1984.0,To be generated by LLM
87_0,"What information is available about the following topic from the documents? --
title: ""Introducing IDEFICS: An Open Reproduction of State-of-the-art Visual Langage Model""
thumb...",5360,415.0,To be generated by LLM
87_0,"What information is available about the following topic from the documents? --
title: ""Illustrating Reinforcement Learning from Human Feedback (RLHF)"" 
thumbnail: /blog/assets/...",13489,1098.0,To be generated by LLM
88_85,What information is available about the following topic from the documents? |        | [here](https://huggingface.co/datasets/nielsr/datacomp_small_french_captions/discussions/...,6404,509.0,To be generated by LLM
88_17,What information is available about the following topic from the documents? |        |                                                                                          ...,6336,509.0,To be generated by LLM
88_42,What information is available about the following topic from the documents? |        | [here](https://huggingface.co/datasets/germank/hh-generated_flan_t5_large_with_features2_...,6361,509.0,To be generated by LLM
88_70,What information is available about the following topic from the documents? |        | [here](https://huggingface.co/datasets/yezhengli9/wmt20-en-cs/discussions/1#651ac57a28c26...,6389,509.0,To be generated by LLM
88_47,What information is available about the following topic from the documents? | Merged | [here](https://huggingface.co/datasets/kmkarakaya/turkishReviews-ds-mini/discussions/1#65...,6366,509.0,To be generated by LLM
88_31,What information is available about the following topic from the documents? |        |                                                                                          ...,6350,509.0,To be generated by LLM
88_96,What information is available about the following topic from the documents? |        | [here](https://huggingface.co/datasets/Hilalcelik/turkishReviews-ds-mini/discussions/1#65...,6415,509.0,To be generated by LLM
88_53,What information is available about the following topic from the documents? | Merged | [here](https://huggingface.co/datasets/thesistranslation/distilled-ccmatrix-fr-en/discuss...,6372,509.0,To be generated by LLM
88_16,What information is available about the following topic from the documents? | [Portuguese](https://huggingface.co/course/pt/chapter1/1) (WIP)               | [`chapters/pt`](ht...,923,84.0,To be generated by LLM
88_101,What information is available about the following topic from the documents? | Merged | [here](https://huggingface.co/datasets/ahmet1338/turkishReviews-ds-mini/discussions/1#651...,6420,509.0,To be generated by LLM
89_2,"What information is available about the following topic from the documents? return back_color, back_color, img


inputs = [gr.Radio([""light"", ""dark""], value=""light"")]

outputs ...",2899,194.0,To be generated by LLM
89_78,"What information is available about the following topic from the documents? * Removes `show_edit_button` param from `gr.Audio`
* The `tool=` argument in `gr.Image()` has been r...",27278,2341.0,To be generated by LLM
89_4,"What information is available about the following topic from the documents? ```py

def fn(im):
    im[""composite""] # the full canvas
    im[""background""] # the background image...",4010,306.0,To be generated by LLM
89_2,"What information is available about the following topic from the documents? <video src=""https://user-images.githubusercontent.com/12937446/284027169-31188926-fd16-4a1c-8718-998...",2399,141.0,To be generated by LLM
89_90,"What information is available about the following topic from the documents? ```

Now, you should write:

```py
gr.ImageEditor(sources=(), brush=gr.Brush(colors=[""#000000""]))
``...",27290,2341.0,To be generated by LLM
89_91,"What information is available about the following topic from the documents? ```

Unlike the `Image` component, which passes the input image as a single value into the predictio...",1948,140.0,To be generated by LLM
89_6,"What information is available about the following topic from the documents? A brand new component, completely separate from `Image` that provides simple editing capabilities.

...",26746,2285.0,To be generated by LLM
89_468,"What information is available about the following topic from the documents? ```

![color-sketch](https://user-images.githubusercontent.com/9021060/192410500-3c8c3e64-a5fd-4df2-...",27668,2341.0,To be generated by LLM
89_78,"What information is available about the following topic from the documents? * Removes `show_edit_button` param from `gr.Audio`
* The `tool=` argument in `gr.Image()` has been r...",1935,140.0,To be generated by LLM
89_5,"What information is available about the following topic from the documents? ```py

def fn(im):
    im[""composite""] # the full canvas
    im[""background""] # the background image...",858,75.0,To be generated by LLM
90_11,What information is available about the following topic from the documents? Weights: https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientn...,20656,1745.0,To be generated by LLM
90_9,"What information is available about the following topic from the documents? - ReLU
    - Residual Connection
    - Softmax
    - Squeeze-and-Excitation Block
    Tasks:
    - I...",3555,262.0,To be generated by LLM
90_14,What information is available about the following topic from the documents? Weights: https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficie...,30765,2611.0,To be generated by LLM
90_11,What information is available about the following topic from the documents? Weights: https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficie...,15574,1301.0,To be generated by LLM
90_12,"What information is available about the following topic from the documents? - AutoAugment
    - Label Smoothing
    - RMSProp
    - Stochastic Depth
    - Weight Decay
    Trai...",30763,2611.0,To be generated by LLM
90_15,"What information is available about the following topic from the documents? - 1x1 Convolution
    - Average Pooling
    - Batch Normalization
    - Convolution
    - Dense Conn...",29842,2524.0,To be generated by LLM
90_20,"What information is available about the following topic from the documents? - Squeeze-and-Excitation Block
    - Swish
    Tasks:
    - Image Classification
    Training Data:
...",16901,1424.0,To be generated by LLM
90_9,What information is available about the following topic from the documents? Weights: https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_efficie...,15572,1301.0,To be generated by LLM
90_11,What information is available about the following topic from the documents? Weights: https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/tresnet_m_...,642,62.0,To be generated by LLM
90_15,"What information is available about the following topic from the documents? Image Size: '224'
    Weight Decay: 4.0e-05
    Interpolation: bilinear
    RMSProp Decay: 0.9
  Cod...",12565,1043.0,To be generated by LLM
91_25,"What information is available about the following topic from the documents? 1. When possible, avoid syncing with the upstream using a branch and PR on the forked repository. In...",21319,1804.0,To be generated by LLM
91_13,"What information is available about the following topic from the documents? ```

   Run the following command from the root of the repository:

   ```bash
   doc-builder build ...",7692,628.0,To be generated by LLM
91_2,"What information is available about the following topic from the documents? ```

3. Create a new branch to hold your development changes:

	```bash
	git checkout -b a-descripti...",862,76.0,To be generated by LLM
91_6,"What information is available about the following topic from the documents? 2. Clone your fork to your local disk, and add the base repository as a remote. The following comman...",2715,167.0,To be generated by LLM
91_24,"What information is available about the following topic from the documents? **🍴 Fork the repository**

Next, you'll need to [fork this repo](https://docs.github.com/en/get-star...",931,84.0,To be generated by LLM
91_2,"What information is available about the following topic from the documents? ```

3. Create a new branch to hold your development changes:

   ```bash
   git checkout -b a-descr...",3874,291.0,To be generated by LLM
91_4,"What information is available about the following topic from the documents? ```

To use the script:

1. Git clone the repository containing the `.ckpt` file you want to convert...",5899,469.0,To be generated by LLM
91_5,"What information is available about the following topic from the documents? ```
$ ssh -T git@hf.co
```

If you see a message with your username, congrats! Everything went well,...",45,5.0,To be generated by LLM
91_0,"What information is available about the following topic from the documents? Repository Settings 

## Private repositories

You can choose a repository's visibility when you cre...",2686,162.0,To be generated by LLM
91_1,What information is available about the following topic from the documents? | Characteristic     | Recommended        | Tips                                                   |...,2834,181.0,To be generated by LLM
92_0,"What information is available about the following topic from the documents? p align=""center"">
  <picture>
    <source media=""(prefers-color-scheme: dark)"" srcset=""https://huggi...",30706,2606.0,To be generated by LLM
92_2,"What information is available about the following topic from the documents? <p align=""center"">
    <br>
    <img src=""https://huggingface.co/datasets/huggingface/documentation-...",9871,843.0,To be generated by LLM
92_16,"What information is available about the following topic from the documents? ట్రాన్స్‌ఫార్మర్‌ల 100,000 నక్షత్రాలను జరుపుకోవడానికి, మేము స్పాట్‌లైట్‌ని ఉంచాలని నిర్ణయించుకున్నామ...",17759,1506.0,To be generated by LLM
92_3,"What information is available about the following topic from the documents? </a>
    <a href=""https://github.com/huggingface/transformers/blob/main/CODE_OF_CONDUCT.md"">
       ...",17746,1506.0,To be generated by LLM
92_0,What information is available about the following topic from the documents? !--⚠️ Note that this file is in Markdown but contain specific syntax for our doc-builder (similar to...,7504,602.0,To be generated by LLM
92_1,"What information is available about the following topic from the documents? `<a class=""!no-underline border dark:border-gray-700 p-5 rounded-lg shadow hover:shadow-lg"" href=""./...",30950,2631.0,To be generated by LLM
92_1,"What information is available about the following topic from the documents? <p align=""center"">
    <a href=""https://huggingface.co/docs/huggingface_hub/en/index""><img alt=""Docu...",16580,1395.0,To be generated by LLM
92_29,"What information is available about the following topic from the documents? ```

మీరు ఉదాహరణలతో ప్లే చేయాలనుకుంటే లేదా కోడ్ యొక్క బ్లీడింగ్ ఎడ్జ్ అవసరం మరియు కొత్త విడుదల కోసం ...",17772,1506.0,To be generated by LLM
92_1,"What information is available about the following topic from the documents? <p align=""center"">
  <picture>
    <source media=""(prefers-color-scheme: dark)"" srcset=""https://hugg...",204,31.0,To be generated by LLM
92_17,"What information is available about the following topic from the documents? ## Если вы хотите получить индивидуальную поддержку от команды Hugging Face

<a target=""_blank"" href...",220,31.0,To be generated by LLM
93_22,What information is available about the following topic from the documents? आप [वर्चुअल एनवायरनमेंट](https://docs.python.org/3/library/venv.html) में 🤗 ट्रांसफॉर्मर इंस्टॉल कर ...,9891,843.0,To be generated by LLM
93_75,What information is available about the following topic from the documents? 1. **[MarianMT](https://huggingface.co/docs/transformers/model_doc/marian)** Jörg द्वारा [OPUS](http...,9944,843.0,To be generated by LLM
93_4,"What information is available about the following topic from the documents? ## प्रमुख विशेषताऐं

- [फ़ाइलें डाउनलोड करें](https://huggingface.co/docs/huggingface_hub/en/guides/...",594,59.0,To be generated by LLM
93_5,"What information is available about the following topic from the documents? 🤗 Transformers 100 से अधिक भाषाओं में पाठ वर्गीकरण, सूचना निष्कर्षण, प्रश्न उत्तर, सारांशीकरण, अनुवा...",9874,843.0,To be generated by LLM
93_88,What information is available about the following topic from the documents? 1. **[OWL-ViT](https://huggingface.co/docs/transformers/model_doc/owlvit)** (Google AI से) साथ में क...,9957,843.0,To be generated by LLM
93_105,What information is available about the following topic from the documents? 1. **[T5](https://huggingface.co/docs/transformers/model_doc/t5)** (来自 Google AI)कॉलिन रैफेल और नोम ...,9974,843.0,To be generated by LLM
93_25,What information is available about the following topic from the documents? 1. **[ALBERT](https://huggingface.co/docs/transformers/model_doc/albert)** (Google Research and the ...,9894,843.0,To be generated by LLM
93_1,"What information is available about the following topic from the documents? Dictionary

Hugging Face: गले लगाओ चेहरा
token: शब्द (और मूल अंग्रेजी को कोष्ठक में चिह्नित करें）
to...",9870,843.0,To be generated by LLM
93_90,What information is available about the following topic from the documents? 1. **[PEGASUS-X](https://huggingface.co/docs/transformers/model_doc/pegasus_x)** (Google की ओर से) स...,9959,843.0,To be generated by LLM
93_85,What information is available about the following topic from the documents? 1. **[NAT](https://huggingface.co/docs/transformers/model_doc/nat)** (from SHI Labs) released with t...,9954,843.0,To be generated by LLM
94_7,"What information is available about the following topic from the documents? predict_btn.click(
                predict,
                inputs=[
                    age,
      ...",11082,938.0,To be generated by LLM
94_12,"What information is available about the following topic from the documents? ```

```python out
{'accuracy': 0.8431372549019608, 'f1': 0.8907849829351535}...",13213,1089.0,To be generated by LLM
94_20,"What information is available about the following topic from the documents? ```

{#if fw === 'pt'}
```python out
torch.Size([2, 2])
```
{:else}
```python out
(2, 2)
```
{/if}

...",14622,1201.0,To be generated by LLM
94_27,"What information is available about the following topic from the documents? ```

```python out
[{'entity': 'I-PER', 'score': 0.9993828, 'index': 4, 'word': 'S', 'start': 11, 'e...",17929,1510.0,To be generated by LLM
94_7,"What information is available about the following topic from the documents? ```


```python
# print accuracy
correct = 0
total = 0
for pred, true in zip(eval_preds, dataset[""va...",16929,1428.0,To be generated by LLM
94_14,"What information is available about the following topic from the documents? ```

<div class=""output stream stdout"">

    Output:
    -------------------------------------------...",20135,1699.0,To be generated by LLM
94_19,"What information is available about the following topic from the documents? ```


This means that we'll look back up to 37 months for each time step, as additional features.

L...",29166,2484.0,To be generated by LLM
94_18,"What information is available about the following topic from the documents? ```


* if you need to perform a parametric search in order to find the best ones that lead to the h...",11841,1005.0,To be generated by LLM
94_35,"What information is available about the following topic from the documents? ```

The score can go from 0 to 100, and higher is better.

{#if fw === 'tf'}...",7150,574.0,To be generated by LLM
94_2,"What information is available about the following topic from the documents? ```

and obtained:

```python out
[{'label': 'POSITIVE', 'score': 0.9598047137260437},
 {'label': 'N...",14604,1201.0,To be generated by LLM
95_0,"What information is available about the following topic from the documents? --
title: TER
emoji: 🤗 
colorFrom: blue
colorTo: red
sdk: gradio
sdk_version: 3.19.1
app_file: app.p...",24588,2132.0,To be generated by LLM
95_0,"What information is available about the following topic from the documents? --
title: 
emoji: 🤗 
colorFrom: blue
colorTo: red
sdk: gradio
sdk_version: 3.19.1
app_file: app.py
p...",23650,2028.0,To be generated by LLM
95_0,"What information is available about the following topic from the documents? --
title: WikiSplit
emoji: 🤗 
colorFrom: blue
colorTo: red
sdk: gradio
sdk_version: 3.19.1
app_file:...",13808,1128.0,To be generated by LLM
95_0,"What information is available about the following topic from the documents? --
title: Precision
emoji: 🤗 
colorFrom: blue
colorTo: red
sdk: gradio
sdk_version: 3.19.1
app_file:...",14322,1180.0,To be generated by LLM
95_0,"What information is available about the following topic from the documents? --
title: ROC AUC
emoji: 🤗 
colorFrom: blue
colorTo: red
sdk: gradio
sdk_version: 3.19.1
app_file: a...",30054,2543.0,To be generated by LLM
95_0,"What information is available about the following topic from the documents? --
title: SQuAD
emoji: 🤗 
colorFrom: blue
colorTo: red
sdk: gradio
sdk_version: 3.19.1
app_file: app...",11873,1010.0,To be generated by LLM
95_0,"What information is available about the following topic from the documents? --
title: Recall
emoji: 🤗 
colorFrom: blue
colorTo: red
sdk: gradio
sdk_version: 3.19.1
app_file: ap...",12754,1060.0,To be generated by LLM
95_0,"What information is available about the following topic from the documents? --
title: SacreBLEU
emoji: 🤗 
colorFrom: blue
colorTo: red
sdk: gradio
sdk_version: 3.19.1
app_file:...",28965,2463.0,To be generated by LLM
95_0,"What information is available about the following topic from the documents? --
title: Accuracy
emoji: 🤗 
colorFrom: blue
colorTo: red
sdk: gradio
sdk_version: 3.19.1
app_file: ...",22965,1980.0,To be generated by LLM
95_0,"What information is available about the following topic from the documents? --
title: chrF
emoji: 🤗 
colorFrom: blue
colorTo: red
sdk: gradio
sdk_version: 3.19.1
app_file: app....",10343,873.0,To be generated by LLM
96_17,"What information is available about the following topic from the documents? ```python
def align_labels_with_tokens(labels, word_ids):
    new_labels = []
    current_word = Non...",25379,2206.0,To be generated by LLM
96_8,"What information is available about the following topic from the documents? ![prodigy_ner_demo](assets/43_autonlp_prodigy/prodigy.gif)

Using Prodigy, we started labelling the ...",11198,955.0,To be generated by LLM
96_37,What information is available about the following topic from the documents? The only thing we'll add here is a tiny bit of cleanup of the offset mappings. They will contain off...,7348,586.0,To be generated by LLM
96_18,"What information is available about the following topic from the documents? ```

The preprocessing function you want to create needs to:

1. Prefix the input with a prompt so T...",23720,2035.0,To be generated by LLM
96_7,"What information is available about the following topic from the documents? ```

The first thing we need to do is transform the dataset into an _iterator_ of lists of texts -- ...",24442,2118.0,To be generated by LLM
96_7,"What information is available about the following topic from the documents? If there are several sentences you want to preprocess, pass them as a list to the tokenizer:

```py
...",27862,2356.0,To be generated by LLM
96_7,"What information is available about the following topic from the documents? ```

```python out
{'idx': 0,
 'label': 1,
 'sentence1': 'Amrozi accused his brother , whom he calle...",8057,653.0,To be generated by LLM
96_2,"What information is available about the following topic from the documents? ```


```python
# data preprocessing
tokenizer = AutoTokenizer.from_pretrained(model_name_or_path)

...",16924,1428.0,To be generated by LLM
96_2,"What information is available about the following topic from the documents? ```py
>>> dataset = dataset.map(lambda examples: tokenizer(examples[""text""]), batched=True)
>>> data...",15371,1271.0,To be generated by LLM
96_2,"What information is available about the following topic from the documents? there will be the labels we pass to our model. In a one-hot encoded version, here is what they look ...",19418,1630.0,To be generated by LLM
97_6,"What information is available about the following topic from the documents? ```

## 🦾 Using State of The Art LLMs 🦾

We have created an organization on Hugging Face called [gra...",4146,325.0,To be generated by LLM
97_20,"What information is available about the following topic from the documents? ```

![Gradio Chat application](assets/145_sagemaker-huggingface-llm/gradio.png ""Gradio Chat applica...",23562,2019.0,To be generated by LLM
97_2,"What information is available about the following topic from the documents? ```

And we're ready to go!

Tip: Make sure to modify the `Author` key in the `pyproject.toml` file....",27798,2348.0,To be generated by LLM
97_220,"What information is available about the following topic from the documents? ## 3.39.0

### Highlights

#### Create Discord Bots from Gradio Apps 🤖 ([#4960](https://github.com/g...",27420,2341.0,To be generated by LLM
97_7,"What information is available about the following topic from the documents? ### Chatbots with `gr.ChatInterface`

Gradio includes another high-level class, `gr.ChatInterface`, ...",29055,2470.0,To be generated by LLM
97_7,"What information is available about the following topic from the documents? ```

Putting this together, we can create a _multimodal_ chatbot with a textbox for a user to submit...",21032,1773.0,To be generated by LLM
97_232,What information is available about the following topic from the documents? - Chatbot messages now show hyperlinks to download files uploaded to `gr.Chatbot()` by [@dawoodkhan8...,27432,2341.0,To be generated by LLM
97_231,"What information is available about the following topic from the documents? ```

Which produces:

<img width=""1291"" alt=""image"" src=""https://github.com/gradio-app/gradio/assets...",27431,2341.0,To be generated by LLM
97_1,"What information is available about the following topic from the documents? $demo_chatbot_streaming

**Prerequisite**: We'll be using the `gradio.Blocks` class to build our Cha...",21026,1773.0,To be generated by LLM
97_0,"What information is available about the following topic from the documents? Gradio Demo: chatbot_dialogpt


```
!pip install -q gradio torch transformers
```...",16437,1381.0,To be generated by LLM
98_8,"What information is available about the following topic from the documents? ## Prefill-only benchmark results

Run

```shell
# pytorch fp16
CUDA_VISIBLE_DEVICES=0 python benchm...",17145,1448.0,To be generated by LLM
98_7,"What information is available about the following topic from the documents? Debugging on TPU is generally a bit harder than on CPU/GPU, so we recommend getting your code runnin...",28,3.0,To be generated by LLM
98_24,"What information is available about the following topic from the documents? It is very important that before you start the porting process, that you
can **efficiently** debug c...",30264,2561.0,To be generated by LLM
